Core metadata,,,,Additional metadata,,,,,,,Notes,,,,Categorization,,,,,,,,Applicability concerns,,,,,,,,,,,Findings,,,,Author updates,,,,
Year,Authors,Title,bibtex,Abstract,Published in,Publisher,Source,DOI,Publication date,,Antonia,Breno,Renan,,Broad Categories,Orchestration problem?,TCP,TCS,TSR,TSA,Context?,,Industry motivation?,Industry evaluation?,Experiment subjects,Industry partner,Industrial author,Practitioners feedback,Available tool?,Put into practice?,Supplementary material,Included?,,Approach,Metrics,Open challenges,,Answered by,Tool URL,Put into practice?,Useful metrics?,Additional notes
2016,"Buchgeher, Georg; Klammer, Claus; Heider, Wolfgang; Schuetz, Martin; Huber, Heinz",Improving testing in an enterprise SOA with an architecture-based approach,buchgeher_improving_2016,"High resource demand for system testing is a major obstacle for continuous delivery. This resource demand can be reduced by prioritizing test cases, e.g., by focusing on tests that cover a lot of functionality. For large-scale systems, like an enterprise SOA, defining such test cases can be difficult for the tester because of the lack of relevant knowledge about the system. We propose an approach for test case prioritization and selection that is based on architectural viewpoint that provides software testers with the required architectural information. We outline how architectural information is used for defining and selecting prioritized test cases. The approach has been developed in close cooperation with the provider of an enterprise SOA in the banking domain in Austria following an action research approach. In addition, the approach has been validated in an industrial case study. Validation showed that there is no further need for manual architectural analysis to be able to prioritize and select test cases. We also show the limitations of our approach as it is based on static code analysis. © 2016 IEEE.",2016 13th Working IEEE/IFIP Conference on Software Architecture (WICSA),IEEE,Query,10.1109/WICSA.2016.24,2016-07-21,,,,"They claim to have designed an ""architectural viewpoint"", but the definition of this is not clear to me. It seems like a tool to auxiliate developers to perform prioritization/selection manually. So somewhat of a semi-automated approach. From the conclusion: ""Currently, TePSEx is used by software testers for defining and managing relevant test cases manually. We also plan to use the information provided by TePSEx for automated test case generation as well as for automated execution of relevant tests.""",,Orchestration technique/Context-specific,Selection and prioritization,X,X,,,General(Java),,TRUE,TRUE,Undisclosed projects from RSG,Raiffeisen Software GmbH (Austria),TRUE,FALSE,FALSE,TRUE,,TRUE,,model-based,Load factor?,Combine different information sources to improve TCP+TCS; incorporate system evolution information; use derived information towards test case generation,,Georg Buchgeher,Proprietary,Attempted; not currently in use. Author notes they observed a substantial gap between a research prototype and an industrial ready tool.,Yes,
2016,"Tahvili, Sahar; Saadatmand, Mehrdad; Larsson, Stig; Afzal, Wasif; Bohlin, Markus; Sundmark, Daniel",Dynamic integration test selection based on test case dependencies,tahvili_dynamic_2016,"Prioritization, selection and minimization of test cases are well-known problems in software testing. Test case prioritization deals with the problem of ordering an existing set of test cases, typically with respect to the estimated likelihood of detecting faults. Test case selection addresses the problem of selecting a subset of an existing set of test cases, typically by discarding test cases that do not add any value in improving the quality of the software under test. Most existing approaches for test case prioritization and selection suffer from one or several drawbacks. For example, they to a large extent utilize static analysis of code for that purpose, making them unfit for higher levels of testing such as integration testing. Moreover, they do not exploit the possibility of dynamically changing the prioritization or selection of test cases based on the execution results of prior test cases. Such dynamic analysis allows for discarding test cases that do not need to be executed and are thus redundant. This paper proposes a generic method for prioritization and selection of test cases in integration testing that addresses the above issues. We also present the results of an industrial case study where initial evidence suggests the potential usefulness of our approach in testing a safety-critical train control management subsystem.","2016 IEEE Ninth International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",IEEE,backward,10.1109/ICSTW.2016.14,2016-08-04,,,X,,,,,X,X,,,Combined static and dynamic selection and prioritization of integration tests,,TRUE,TRUE,Brake and air supply systems from Bombardier,Bombardier Transportation (Sweden),FALSE,TRUE,N/A,MAYBE,,TRUE,,"The work combines offline prioritization with online selection from the prioritized sets. 
This work is related to row 5 and here test case dependencies are also captured manually.","Requirement coverage; time efficiency; cost efficiency; fault detection probability. Introduces a ""dependency degree"" metric for prioritizing test cases; these are not an evaluation metric, but rather metrics attributed to each test case used by the TCP algorithm.",n/a,,Daniel Sundmark,N/A,"There was an attempt, but not currently in use.",N/A,
2016,"Cláudio Magalhães, Alexandre Mota, Flávia Barros, and Eliot Maia",Automatic selection of test cases for regression testing,magalhaes_automatic_2016,"Regression testing is a safety measure to attest that changes made on a system preserve prior accepted behavior. Identifying which test cases must compose a regression test suite in a certain development stage is tricky, particularly when one only has test cases and change requests described in natural language, and the execution of the test suite will be performed manually. That is the case of our industrial partner. We propose a selection of regression test cases based on information retrieval and implement as a web-service. In performed experiments, we show that we can improve the creation of regression test suites of our industrial partner by providing more effective test cases based on keywords analysis in an automatic way.",SAST: Proceedings of the 1st Brazilian Symposium on Systematic and Automated Software Testing,ACM,backward,10.1145/2993288.2993299,2016-09-19,,,X,,,Technique analysis,,,X,,,An information retrieval-based TCS approach.,,TRUE,TRUE,Test repository from Motorola (up to 427 TCs),Motorola Mobility (Brazil),TRUE,TRUE,FALSE,TRUE,,TRUE,,An information retrieval-based TCS approach.,"Traditional information retrieval-based metrics such as recall, number (and %) of elements returned at the top of the list (top-n)."," - to completely replace the manual TCS approach with the automated one
 - try other variants of the merge strategy
 - Include source code as an input artefact
 - evaluate the effect of the derived TS on coverage",,Claudio Magalhães,Proprietary,"Yes, the tool is currently in use at Motorola in Brazil.","Yes. Further metrics are in a follow-up paper, and ""time spent"" was also evaluated.",Contact OK
2016,"Aman, Hirohisa; Tanaka, Yuta; Nakano, Takashi; Ogasawara, Hideto; Kawahara, Minoru",Application of Mahalanobis-Taguchi Method and 0-1 Programming Method to Cost-Effective Regression Testing,aman_application_2016,"To enhance the cost effectiveness of regression testing, this paper proposes a method for prioritizing test cases. In general, a test case can be evaluated from various different points of view, therefore whether it is worth it to re-run should be discussed using multi criteria. This paper shows that the Mahalanobis-Taguchi (MT) method is a useful way to successfully integrate different evaluations of a test case. Moreover, this paper proposes to use the 0-1 programming method together with the MT method in order to take into account not only the priority of a test case but also its cost to run. The empirical study with 300 test cases for an industrial software system shows that the combination of the MT method and the 0-1 programming method is more cost-effective than other conventional methods. © 2016 IEEE.",2016 42th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),IEEE,Query,10.1109/SEAA.2016.29,2016-10-18,,,,,,Orchestration technique,Prioritization,X,,,,General,,FALSE,TRUE,Undisclosed system from Toshiba (300 TCs),Toshiba (Japan),TRUE,FALSE,FALSE,MAYBE,,TRUE,,Similarity-based,"GLC (number of versions in which a certain test T was not run), failure rate",Apply in other software domains and compare with other TCP techniques.,,,,,,
2016,"Busjaeger, Benjamin; Xie, Tao",Learning for test prioritization: An industrial case study,busjaeger_learning_2016,"Modern cloud-software providers, such as Salesforce.com, increasingly adopt large-scale continuous integration envi-ronments. In such environments, assuring high developer productivity is strongly dependent on conducting testing efficiently and effectively. Specifically, to shorten feedback cycles, test prioritization is popularly used as an optimiza-tion mechanism for ranking tests to run by their likelihood of revealing failures. To apply test prioritization in indus-trial environments, we present a novel approach (tailored for practical applicability) that integrates multiple existing techniques via a systematic framework of machine learning to rank. Our initial empirical evaluation on a large real-world dataset from Salesforce.com shows that our approach significantly outperforms existing individual techniques.",FSE 2016: Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,ACM,Query,10.1145/2950290.2983954,2016-11-01,,,,"A machine learning-based approach to TCP using code coverage, similarity, history and age.

This work is directly motivated by the Salesforce.com software. 

Their evaluation is also performed using data extracted from Salesforce, but is only performed in an experimental setting; the authors do not indicate that the approach has been incorporated into the Salesforce workflow, nor is the tool publicly available for use.

The paper is short and feels somewhat preliminary; perhaps there is a longer version.",,Case study,,X,,,,Web application,,TRUE,TRUE,Automation system at Salesforce (~45000 TCs),Salesforce (USA),TRUE,FALSE,FALSE,FALSE,,TRUE,,"Machine learning-based (algo)

Code coverage-based, similarity-based, history-based, test age (info)","APFD, recall","Deepen learning, adding more features.",,Benjamin Busjaeger,Proprietary,Currently in use at Salesforce,Yes,Contact OK
2016,"Yoshida, Hiroaki; Tokumoto, Susumu; Prasad, Mukul R.; Ghosh, Idradeep; Uehara, Tadahiro",FSX: A tool for fine-grained incremental unit test generation for C/C++ Programs,yoshida_fsx_2016,"Automated unit test generation bears the promise of significantly reducing test cost and hence improving software quality. However, the maintenance cost of the automatically generated tests presents a significant barrier to adoption of this technology. To address this challenge, in previous work, we proposed a novel technique for automated and fine-grained incremental generation of unit tests through minimal augmentation of an existing test suite. In this paper we describe a tool FSX, implementing this technique. We describe the architecture, user-interface, and salient features of FSX, and specific practical use-cases of its technology. We also report on a real, large-scale deployment of FSX as a practical validation of the underlying research contribution and of automated test generation research in general. © 2016 ACM.",FSE 2016: Proceedings of the 2016 24th ACM SIGSOFT International Symposium on Foundations of Software Engineering,ACM,Query,10.1145/2950290.2983937,2016-11-01,,,,"This paper is on test suite augmentation, or incremental generation of test cases. There are few of these, should we include it as a 4th category?",,Orchestration technique,Augmentation,,,,X,,,TRUE,FALSE,Open-source tool iPerf (114 TCs),Fujitsu (Japan),TRUE,TRUE,FALSE,TRUE,,TRUE,,Coverage-based,"Statement coverage, branch coverage, #tests, runtime",n/a,,,,,,
2016,"Tahvili, Sahar; Bohlin, Markus; Saadatmand, Mehrdad; Larsson, Stig; Afzal, Wasif; Sundmark, Daniel",Cost-benefit analysis of using dependency knowledge at integration testing,tahvili_cost-benefit_2016,"In software system development, testing can take considerable time and resources, and there are numerous examples in the literature of how to improve the testing process. In particular, methods for selection and prioritization of test cases can play a critical role in efficient use of testing resources. This paper focuses on the problem of selection and ordering of integration-level test cases. Integration testing is performed to evaluate the correctness of several units in composition. Further, for reasons of both effectiveness and safety, many embedded systems are still tested manually. To this end, we propose a process, supported by an online decision support system, for ordering and selection of test cases based on the test result of previously executed test cases. To analyze the economic efficiency of such a system, a customized return on investment (ROI) metric tailored for system integration testing is introduced. Using data collected from the development process of a large-scale safety-critical embedded system, we perform Monte Carlo simulations to evaluate the expected ROI of three variants of the proposed new process. The results show that our proposed decision support system is beneficial in terms of ROI at system integration testing and thus qualifies as an important element in improving the integration testing process. © Springer International Publishing AG 2016.",PROFES 2016: Product-Focused Software Process Improvement,Springer,Query,10.1007/978-3-319-49094-6_17 ,2016-11-06,,X,,,,Orchestration technique,,X,,,,"Embedded systems
NL test cases",,TRUE,TRUE,Train control managment subsystem (4578 TCs),Bombardier Transportation (Sweden),FALSE,FALSE,N/A,FALSE,,TRUE,,the paper evaluates the ROI for the TCP approach proposed in row 42; here they build a cost model and compare the costs of using TCP or not. Note that the TCP uses dependencies among tests that are identifies manually,Return on investment,"- do study on real data and not on simulation
-consider other criteria for TCP",,Daniel Sundmark,N/A,"There was an attempt, but not currently in use.",N/A,
2016,"Strandberg, Per Erik; Sundmark, Daniel; Afzal, Wasif; Ostrand, Thomas J.; Weyuker, Elaine J.",Experience Report: Automated System Level Regression Test Prioritization Using Multiple Factors,strandberg_experience_2016,"We propose a new method of determining an effective ordering of regression test cases, and describe its implementation as an automated tool called SuiteBuilder developed by Westermo Research and Development AB. The tool generates an efficient order to run the cases in an existing test suite by using expected or observed test duration and combining priorities of multiple factors associated with test cases, including previous fault detection success, interval since last executed, and modifications to the code tested. The method and tool were developed to address problems in the traditional process of regression testing, such as lack of time to run a complete regression suite, failure to detect bugs in time, and tests that are repeatedly omitted. The tool has been integrated into the existing nightly test framework for Westermo software that runs on large-scale data communication systems. In experimental evaluation of the tool, we found significant improvement in regression testing results. The re-ordered test suites finish within the available time, the majority of fault-detecting test cases are located in the first third of the suite, no important test case is omitted, and the necessity for manual work on the suites is greatly reduced. © 2016 IEEE.",2016 IEEE 27th International Symposium on Software Reliability Engineering (ISSRE),IEEE,Query,10.1109/ISSRE.2016.23,2016-12-08,,,,,,Orchestration technique,Prioritization,X,,,,,,TRUE,TRUE,Embedded systems running Westermo's operating system  (unknown scale),Westermo Research and Development (Sweden),TRUE,FALSE,FALSE,TRUE,,TRUE,,"History-based, change-based",Testing time; fault detection rate,Different kinds of suites and prioritizers; apply approach to minimization,,"Per Erik Strandberg
Daniel Sundmark","No, the tool is not completely proprietary but it was tightly integrated with company-specific parts.","Yes, currently in use at Westermo, although the tool was considerably modified since the paper publication.","Yes, but further metrics could be useful, like diversity. Currently being studied.",
2016,"Marijan, Dusica; Liaaen, Marius",Effect of time window on the performance of continuous regression testing,marijan_effect_2016,"Test prioritization is an effective technique used to reduce the amount of work required to support regression testing in continuous integration development. It aims at finding an optimal order of tests that can detect regressions faster, potentially increasing the frequency of software releases. Prioritization techniques based on test execution history use the results of preceding executions to determine an optimal order of regression tests in the succeeding test executions. In this paper, we investigate how can execution history be optimally used to increase the effectiveness of regression test prioritization. We analyze the effect of history time window on the fault detection effectiveness of prioritized regression tests. We report an experimental study using a data set from Cisco. The results suggest that varying the size of the window can considerably change the performance of regression testing. Our findings will potentially help developers and test teams in adjusting test prioritization techniques for achieving higher cost-effectiveness in continuous regression testing.",2016 IEEE International Conference on Software Maintenance and Evolution (ICSME),IEEE,backward,10.1109/ICSME.2016.77,2017-01-16,,,,"This is not introducing a new TCP approach, rather evaluating the importance of the time window for a history-based TCP solution.",,,,X,,,,,,TRUE,TRUE,Cisco videoconferencing system (460 TCs),Cisco (Norway),TRUE,FALSE,FALSE,FALSE,,TRUE,,"History-based, fault detection-based","fault detection capability, APFD","Utilize comprehensive cost-benefit measures, experiments in other industry domains",,Dusica Marijan,Proprietary,"It was implemented at the time, but requires updates to remain relevant.",Yes,Contact OK
2017,"Blondeau, Vincent; Etien, Anne; Anquetil, Nicolas; Cresson, Sylvain; Croisy, Pascal; Ducasse, Stéphane",Test case selection in industry: an analysis of issues related to static approaches,blondeau_test_2017,"Automatic testing constitutes an important part of everyday development practice. Worldline, a major IT company, is creating more and more tests to ensure the good behavior of its applications and gains in efficiency and quality. But running all these tests may take hours. This is especially true for large systems involving, for example, the deployment of a web server or communication with a database. For this reason, tests are not launched as often as they should be and are mostly run at night. The company wishes to improve its development and testing process by giving to developers rapid feedback after a change. An interesting solution is to reduce the number of tests to run by identifying only those exercising the piece of code changed. Two main approaches are proposed in the literature: static and dynamic. The static approach creates a model of the source code and explores it to find links between changed methods and tests. The dynamic approach records invocations of methods during the execution of test scenarios. Before deploying a test case selection solution, Worldline created a partnership with us to investigate the situation in its projects and to evaluate these approaches on three industrial, closed source, cases to understand the strengths and weaknesses of each solution. We propose a classification of problems that may arise when trying to identify the tests that cover a method. We give concrete examples of these problems and list some possible solutions. We also evaluate other issues such as the impact on the results of the frequency of modification of methods or considering groups of methods instead of single ones. We found that solutions must be combined to obtain better results, and problems have different impacts on projects. Considering commits instead of individual methods tends to worsen the results, perhaps due to their large size.",Software Quality Journal,Springer,Query,10.1007/s11219-016-9328-4,2016-07-08,,,,"Collaboration between Worldline and a French research institution. Their focus is not on introducing new approaches, but to evaluate the existing challenges of Worldline, validate how some existing approaches can improve an existing development workflow, and understand the pros and cons of each approach.",,Case study,,,X,,,Financial software,,TRUE,TRUE,Three undisclosed Worldline projects (5000+ TCs),Worldline (France),TRUE,FALSE,FALSE,FALSE,,TRUE,,Dynamic vs. static selection,"Selection ratio, precision, recall, F-measure",Experiment with hybrid static-dynamic approach; perform further experiments implementing the approach at Worldline.,,Vincent Blondeau,Tool is outdated and requires a complex setup.,"There was an attempt with Worldline, although it seems like it was not widely adopted by the developers.",Yes,Contact OK
2017,"Ramler, Rudolf; Salomon, Christian; Buchgeher, Georg; Lusser, Michael",Tool support for change-based regression testing: An industry experience report,ramler_tool_2017,"Changes may cause unexpected side effects and inconsistencies. Regression testing is the process of re-testing a software system after changes have been made to ensure that the new version of the system has retained the capabilities of the old version and that no new defects have been introduced. Regression testing is an essential activity, but it is also time-consuming and costly. Thus, regression testing should concentrate on those parts of the system that have been modified or which are affected by changes. Regression test selection has been proposed over three decades ago and, since then, it has been frequently in the focus of empirical studies. However, regression test selection is still not widely adopted in practice. Together with the test team of an industrial software company we have developed a tool-based approach that assists software testers in selecting regression test cases based on change information and test coverage data. This paper describes the main usage scenario of the approach, illustrates the implemented solution, and reports on its evaluation in a large industry project. The evaluation showed that the tool support reduces the time required for compiling regression test suites and fosters an accurate selection of regression test cases. The paper concludes with our lessons learned from implementing the tool support in a real-world setting. © Springer International Publishing AG 2017.",SWQD 2017: Software Quality. Complexity and Challenges of Software Engineering in Emerging Technologies,Springer,Query,10.1007/978-3-319-49421-0_10,2016-11-12,,,,TCS tool developed in cooperation with an Austrian company.,,Case study,Selection,,X,,,,,TRUE,TRUE,Undisclosed software system at Omicron (over 5000 TCs),OMICRON Electronics GmbH (Austria),TRUE,TRUE,FALSE,TRUE,,TRUE,,"change-based, coverage-based, graph walk",testing time,lack of details provided by version control; redundant test cases; polluted coverage footprints; creating and maintaining coverage,,"Rudolf Ramler
Georg Buchgeher",Proprietary,"Yes, for two years. Currently not in use after changes in the team.","Yes, based on code coverage. Required effort to stay updated.",Contact OK
2017,"Gotlieb, Arnaud; Marijan, Dusica",Using global constraints to automate regression testing,gotlieb_using_2017,"Communicating or autonomous systems rely on high-quality software-based components. that must be thoroughly verified before they are released and deployed in operational settings. Regression testing is a crucial verification process that compares any new release of a software-based component against its previous versions, by executing available test cases. However, limited testing time makes selection of test cases in regression testing challenging, and some selection criteria must be respected. Validation engineers usually address this problem, coined as test suite reduction (TSR), through manual analysis or by using approximation techniques. In this paper, we address the TSR problem with sound artificial intelligence techniques such as constraint programming (CP) and global constraints. By using distinct cost-value-aggregating criteria, we propose several constraint-optimization models to find a subset of test cases that cover all the test requirements and optimize the overall cost of selected test cases. Our contribution includes reuse of existing preprocessing rules to simplify the problem before solving it and the design of structure-aware heuristics that take into account the notion of the costs associated with test cases. The work presented in this paper has been motivated by an industrial application in the communication domain. Our overall goal is to develop a constraint-based approach of test suite reduction that can be deployed to test a complete product line of conferencing systems in continuous delivery mode. By implementing this approach in a software prototype tool and experimentally evaluating it on both randomly generated and industrial instances, we hope to foster a quick adoption of the technology. Copyright © 2017, Association for the Advancement of Artificial Intelligence. All rights reserved.","

AI Magazine",AAAI,Query,10.1609/aimag.v38i1.2714,2017-03-31,,X,,,,Orchestration technique,,,,X,,"Communication industry, high-configurable systems (but not specifically problems for PL)",,TRUE,TRUE,Cisco videoconferencing system (377 TCs),Cisco (Norway),FALSE,TRUE,FALSE,MAYBE,,TRUE,,Optimized approach to Constraint-based test suite reduction and its evalutation in comparison with SOTA,"CPU time of solving
Test suite size reduction","- improve preprocessing  heuristics for improving efficiency
- increase usability to facilitate industrial adoption",,,,,,
2017,"Chi, Zongzheng; Xuan, Jifeng; Ren, Zhilei; Xie, Xiaoyuan; Guo, He",Multi-Level Random Walk for Software Test Suite Reduction,chi_multi-level_2017,"Which test cases should be selected to save the time of software testing? Due to the large time cost of running all test cases, it is necessary to run representative test cases to shorten the software development cycle. Test suite reduction, an NP-hard problem in software engineering, aims to select a subset of test cases to reduce the time cost of test execution in satisfying test requirements. Recently, search based software engineering provides a new direction to test suite reduction by connecting software engineering problems with computational intelligence methods. In this paper, we propose a multi-level optimization algorithm to simplify the original problem instance of test suite reduction. In each level, we search for local optimal solutions with random walk in potential subsets of the test suite. The problem scale is reduced by locking the intersection of local optima and by discarding shielded test cases with no contribution to test requirements. We compare our algorithm with state-of-the-art methods on test suites of ten large-scale open source projects. Experiments show that our algorithm can more efficiently find optima on five out of six projects, in which Integer Linear Programming (ILP) can find optima; for the other four projects that ILP fails to solve, our algorithm provides the best solutions among heuristics in comparison. © 2017 IEEE.",IEEE Computational Intelligence Magazine,IEEE,query refresh,10.1109/MCI.2017.2670460,2017-04-12,,,,,,,,,,X,,,,TRUE,TRUE,Open-source Java projects (up to 6196 TCs),,FALSE,FALSE,FALSE,FALSE,http://cstar.whu.edu.cn/p/multi-walk/,TRUE,,search-based,"reduction rate, runtime",,,,,,,
2017,"Strandberg, Per Erik; Afzal, Wasif; Ostrand, Thomas J.; Weyuker, Elaine J.; Sundmark, Daniel",Automated system-level regression test prioritization in a nutshell,erik_strandberg_automated_2017,"Westermo Research and Development has developed SuiteBuilder, an 
automated tool to determine an effective ordering of regression test 
cases. The ordering is based on factors such as fault detection success,
 the interval since the last execution, and code modifications. 
SuiteBuilder has enabled Westermo to overcome numerous 
regression-testing problems, including lack of time to run a complete 
regression suite, failure to detect bugs in a timely manner, and 
repeatedly omitted tests. In the tool's first two years of use, 
reordered test suites finished in the available time, most 
fault-detecting test cases were located in the first third of suites, no
 important test case was omitted, and the necessity for manual work on 
the suites decreased greatly.",IEEE Software,IEEE,backward,10.1109/MS.2017.92,2017-07-11,,X,,"This is a magazine version of strandberg_experience_2016, providing an easier-to-digest version of the research.",,Experience report,,x,,,,Large scale communication system,,TRUE,TRUE,,,TRUE,FALSE,FALSE,TRUE,,MAYBE,,coarse-grained weighted TCP based on history and est. test execution time (to stay within night),normalized failure distribution,"- consider test topic
- assign weights automatically",,"Per Erik Strandberg
Daniel Sundmark","No, the tool is not completely proprietary but it was tightly integrated with company-specific parts.","Yes, currently in use at Westermo, although the tool was considerably modified since the paper publication.","Yes, but further metrics could be useful, like diversity. Currently being studied.",Contact OK
2017,"Bach, Thomas; Andrzejak, Artur; Pannemans, Ralf",Coverage-Based Reduction of Test Execution Time: Lessons from a Very Large Industrial Project,bach_coverage-based_2017,"There exist several coverage-based approaches to reduce time and resource costs of test execution. While these methods are well-investigated and evaluated for smaller to medium-size projects, we faced several challenges in applying them in the context of a very large industrial software project, namely SAP HANA. These issues include: varying effectiveness of algorithms for test case selection/prioritization, large amounts of shared (non-specific) coverage between different tests, high redundancy of coverage data, and randomness of test results (i.e. flaky tests), as well as of the coverage data (e.g. due to concurrency issues). We address these issues by several approaches. First, our study shows that compared to standard algorithms, so-called overlap-aware solvers can achieve up to 50% higher code coverage in a fixed time budget, significantly increasing the effectiveness of test case prioritization and selection. We also detected in our project high redundancy of line coverage data (up to 97%), providing opportunities for data size reduction. Finally, we show that removal of coverage shared by tests can significantly increase test specificity. Our analysis and approaches can help to narrow the gap between research and practice in context of coverage-based testing approaches, especially in case of very large software projects. © 2017 IEEE.","2017 IEEE International Conference on Software Testing, Verification and Validation Workshops (ICSTW)",IEEE,Query,10.1109/ICSTW.2017.6,2017-04-17,,,,"This paper has a few interesting contributions:

First, it highlights the importance of ""overlap awareness"" when discussing coverage-based solutions for TCS and TCP.

Second, it explicitly states some challenges that are a result of the gap between research and practice: algorithms for reducing testing time, reliability of test results, specificity of coverage data, coverage data size and quality.

Third, it claims to handle both TCS and TCP, although the same overlap-aware coverage-based algorithm is used for both.",,"Case study, orchestration technique",,X,X,,,Database management system,,TRUE,TRUE ,Database management system (19472 TCs),SAP SE (Germany),TRUE,TRUE ,FALSE,TRUE,,TRUE,,"Greedy (algo)

Coverage-based and overlap-aware (info)",Coverage,"Flaky tests, experiment with other over-lap aware heuristics.",,Thomas Bach,N/A,"At a conceptual level, yes.","Yes, the metrics influenced decisions of the industrial partner.",
2017,"Vasic, Marko; Parvez, Zuhair; Milicevic, Aleksandar; Gligoric, Milos",File-Level vs. Module-Level Regression Test Selection for .NET,vasic_file-level_2017,"Regression testing is used to check the correctness of evolving software. With the adoption of Agile development methodology, the number of tests and software revisions has dramatically increased, and hence has the cost of regression testing. Researchers proposed regression test selection (RTS) techniques that optimize regression testing by skipping tests that are not impacted by recent program changes. Ekstazi is one such state-of-the art technique; Ekstazi is implemented for the Java programming language and has been adopted by several companies and open-source projects.
We report on our experience implementing and evaluating Ekstazi#, an Ekstazi-like tool for .NET. We describe the key challenges of bringing the Ekstazi idea to the .NET platform. We evaluate Ekstazi# on 11 open-source projects, as well as an internal Microsoft project substantially larger than each of the open-source projects. Finally, we compare Ekstazi# to an incremental build system (also developed at Microsoft), which, out of the box, provides module-level dependency tracking and skipping tasks (including test execution) whenever dependencies of a task do not change between the current and the last successful build. Ekstazi# on average reduced regression testing time by 43.70% for the open-source projects and by 65.26% for the Microsoft project (the latter is in addition to the savings provided by incremental builds).",ESEC/FSE 2017: Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering,ACM,backward,10.1145/3106237.3117763,2017-08-21,,,,"An adaptation of Ekstazi for C# and .NET. Doesn't seem to provide much new conceptually, aside from the notion of utilizing the same approach with a different programming language while maintaining good results.

Experimented with 11 GitHub projects and one unnamed Microsoft project.",,,,,X,,,C#/.NET variant,,TRUE,TRUE,Open-source C# projects (up to 138 TCs) plus one Microsoft project (37 TCs),Microsoft (USA),TRUE,FALSE,FALSE,FALSE,https://github.com/marko-vasic/ekstaziSharp,TRUE,,Change-based,"selection count, execution time, cumulative time",n/a,,Marko Vasic,https://github.com/marko-vasic/ekstaziSharp,"It was evaluated with Microsoft, but author thinks it is not currently in use.",N/A,
2017,"Magalhães, Claudio; Andrade, João; Perrusi, Lucas; Mota, Alexandre",Evaluating an Automatic Text-Based Test Case Selection Using a Non-Instrumented Code Coverage Analysis,magalhaes_evaluating_2017,"During development, systems may be tested several times. In general, a system evolves from change requests, aiming at improving its behavior in terms of new features as well as fixing failures. Thus, selecting the best test plan in terms of the closeness between test cases and the changed code and its dependencies is pursued by industry and academia. In this paper we measure the coverage achieved by an automatic test case selection based on information retrieval that relates change requests and test cases. But instead of using off-the-shelf coverage tools, like JaCoCo, we propose a way of obtaining code coverage of Android apk's without instrumentation. This was a basic requirement of our industrial partner. We performed some experiments on this industrial partner and promising results were obtained.",SAST: Proceedings of the 2nd Brazilian Symposium on Systematic and Automated Software Testing,ACM,Query,10.1145/3128473.3128478,2017-09-18,,,,"Their approach is based on change requests (CRs), but also requires a Master Plan (MP) describing testing goals, which, from my understanding, needs to be manually designed.

The paper briefly touches on the concepts of orchestration (referred to as test planning), although the proposed tool only does TCS.

This seems like a somewhat minor extension of magalhaes_automatic_2016.",,Orchestration technique,,,X,,,Mobile (Android),,TRUE,"TRUE 
(Motorola)",,,FALSE,"FALSE 
(not stated, but it is implied due to the collaboration)",FALSE,TRUE,,MAYBE,,"Change-based, requirements-based",Coverage; selection count; failures detected,Compare automated selection with manual selection; how to improve available tests; find relationship between code changes and text representations of test cases.,,Claudio Magalhães,Proprietary,"Yes, the tool is currently in use at Motorola in Brazil.","Yes. Further metrics are in a follow-up paper, and ""time spent"" was also evaluated.",Contact OK
2017,"Celik, Ahmet; Vasic, Marko; Milicevic, Aleksandar; Gligoric, Milos",Regression test selection across JVM boundaries,celik_regression_2017,"Modern software development processes recommend that changes be integrated into the main development line of a project multiple times a day. Before a new revision may be integrated, developers practice regression testing to ensure that the latest changes do not break any previously established functionality. The cost of regression testing is high, due to an increase in the number of revisions that are introduced per day, as well as the number of tests developers write per revision. Regression test selection (RTS) optimizes regression testing by skipping tests that are not affected by recent project changes. Existing dynamic RTS techniques support only projects written in a single programming language, which is unfortunate knowing that an open-source project is on average written in several programming languages. We present the first dynamic RTS technique that does not stop at predefined language boundaries. Our technique dynamically detects, at the operating system level, all file artifacts a test depends on. Our technique is, hence, oblivious to the specific means the test uses to actually access the files: be it through spawning a new process, invoking a system call, invoking a library written in a different language, invoking a library that spawns a process which makes a system call, etc. We also provide a set of extension points which allow for a smooth integration with testing frameworks and build systems. We implemented our technique in a tool called RTSLinux as a loadable Linux kernel module and evaluated it on 21 Java projects that escape the JVM by spawning new processes or invoking native code, totaling 2, 050, 791 lines of code. Our results show that RTSLinux, on average, skips 74.17% of tests and saves 52.83% of test execution time compared to executing all tests. © 2017 Association for Computing Machinery.",ESEC/FSE 2017: Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering,ACM,Query,10.1145/3106237.3106297,2017-08-21,,,,,,Orchestration technique/Context-specific,Selection,,X,,,Multi-language projects,,TRUE,FALSE,Open-source Java projects (up to 431 TCs),Microsoft (USA),TRUE,FALSE,FALSE,FALSE,,TRUE,,Change-based,"testing time, reduction rate, dependency discovery, overhead",Incorporate approach with other programming languages.,,Ahmet Celik,Not currently available due to incompatibilities with the Linux kernel.,Previously usable on Linux,N/A,Contact OK
